OrderDate,ShippingDate,ProductID,Zip,Units,Revenue,Currency
2010-01-15 00:00:00,2010-01-17 00:00:00,400,29801,1,683.8125,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,400,32043,1,683.8125,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,400,54970,1,683.8125,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,400,68164,1,683.8125,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,400,83704,1,683.8125,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,400,84067,1,683.8125,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,400,85261,1,683.8125,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,400,95376,1,697.725,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,400,97103,1,683.8125,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,400,99705,1,683.8125,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,415,7652,1,495.8625,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,415,64119,1,482.7375,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,415,77339,1,495.8625,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,415,83501,1,495.8625,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,426,77450,1,795.1125,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,426,94549,1,807.975,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,426,95816,1,807.975,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,433,21502,1,804.3,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,433,32724,1,804.3,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,433,32780,1,804.3,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,433,34990,1,804.3,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,433,35124,1,804.3,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,433,37302,1,804.3,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,433,53219,1,804.3,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,443,8260,1,790.9125,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,443,8753,1,790.9125,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,443,19939,1,790.9125,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,443,32073,1,790.9125,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,443,32117,2,1581.825,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,443,32712,1,790.9125,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,443,33141,1,790.9125,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,443,33611,1,790.9125,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,443,34243,1,790.9125,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,443,35161,1,790.9125,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,443,39571,1,790.9125,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,443,41472,1,790.9125,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,443,53142,2,1581.825,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,443,54452,1,790.9125,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,443,55106,1,790.9125,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,443,58078,1,790.9125,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,443,68025,1,790.9125,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,443,68127,1,790.9125,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,443,75090,1,790.9125,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,443,85202,1,790.9125,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,443,87401,1,790.9125,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,443,90815,1,804.825,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,443,91932,1,804.825,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,443,95070,1,804.825,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,464,32750,1,566.2125,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,464,33881,4,2264.85,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,464,77506,1,566.2125,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,475,32052,1,970.2,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,475,33016,1,970.2,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,475,33067,1,970.2,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,475,33904,1,970.2,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,475,34287,1,970.2,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,475,38477,1,970.2,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,475,53144,1,970.2,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,475,53156,1,970.2,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,475,53809,1,13582.800000000005,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,475,53809,1,5821.2,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,475,54230,1,970.2,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,475,54944,1,970.2,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,475,63622,1,970.2,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,475,68137,1,970.2,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,475,73165,1,970.2,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,475,74075,1,970.2,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,475,75093,1,970.2,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,475,82718,1,970.2,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,475,87109,1,970.2,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,475,92040,1,975.45,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,475,92056,1,975.45,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,475,92392,2,1950.9,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,475,92546,1,975.45,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,475,94521,1,975.45,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,485,42103,1,807.1875,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,485,42103,1,807.1875,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,488,33351,1,970.2,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,491,1075,1,815.325,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,491,1522,1,815.325,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,491,2816,1,815.325,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,491,2878,1,815.325,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,491,7822,1,815.325,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,491,29526,1,815.325,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,491,32801,1,815.325,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,491,33139,1,815.325,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,491,33308,1,815.325,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,491,33469,1,815.325,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,491,33480,1,815.325,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,491,35773,1,815.325,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,491,40322,1,815.325,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,491,41230,1,815.325,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,491,41844,1,4891.95,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,491,41844,1,5707.275,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,491,46514,1,815.325,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,491,46514,1,1630.65,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,491,50021,1,815.325,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,491,50595,1,815.325,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,491,53086,1,815.325,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,491,53144,1,815.325,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,491,53211,1,815.325,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,491,54952,1,815.325,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,491,55128,1,815.325,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,491,66102,1,815.325,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,491,75011,1,815.325,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,491,76092,1,815.325,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,491,77429,1,815.325,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,491,79410,1,815.325,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,491,84074,1,815.325,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,491,85215,1,815.325,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,491,87413,1,815.325,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,491,97462,1,815.325,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,495,71366,1,560.9625,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,495,78213,1,560.9625,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,499,26554,1,846.3,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,499,33133,1,846.3,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,499,33809,1,846.3,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,499,37067,1,846.3,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,499,54215,1,846.3,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,499,77061,1,846.3,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,499,78257,1,846.3,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,499,83221,1,846.3,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,510,33020,1,837.1125,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,510,46224,1,837.1125,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,510,85210,1,837.1125,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,513,55112,1,451.4475,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,513,77075,1,451.4475,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,521,33990,1,556.4475,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,532,37663,1,556.4475,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,532,84124,1,556.4475,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,532,93955,1,561.6975,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,532,94538,1,561.6975,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,532,96093,1,561.6975,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,550,7840,1,403.9875,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,550,20851,1,403.9875,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,550,32806,1,403.9875,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,550,37221,1,403.9875,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,550,37369,1,403.9875,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,550,55109,1,403.9875,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,550,55804,1,403.9875,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,550,56425,1,403.9875,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,550,59833,1,403.9875,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,550,68134,1,403.9875,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,550,82426,1,403.9875,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,550,84074,1,403.9875,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,559,33428,1,585.6375,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,559,42324,1,585.6375,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,559,46307,1,585.6375,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,559,53405,1,585.6375,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,559,58701,1,585.6375,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,559,65672,1,585.6375,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,559,84302,1,585.6375,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,559,85364,1,585.6375,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,559,87505,1,585.6375,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,559,92071,1,600.6,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,559,99507,1,585.6375,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,573,6249,1,280.6125,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,573,34266,1,280.6125,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,573,37620,1,280.6125,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,573,53027,1,280.6125,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,573,53137,1,280.6125,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,573,55311,1,280.6125,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,573,56762,1,280.6125,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,573,58102,1,280.6125,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,573,70001,1,280.6125,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,573,75644,1,280.6125,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,573,76542,1,280.6125,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,573,78613,1,280.6125,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,573,85255,1,280.6125,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,573,91206,1,286.9125,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,573,91945,1,286.9125,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,573,92084,1,286.9125,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,573,92504,1,286.9125,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,573,94268,1,286.9125,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,573,94553,1,286.9125,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,573,97470,1,280.6125,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,574,33414,1,728.4375,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,574,85303,2,1661.1,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,574,90650,2,1661.1,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,574,92595,1,830.55,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,574,94580,1,830.55,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,574,95336,1,830.55,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,574,97007,1,830.55,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,580,6415,1,734.7375,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,580,7424,1,734.7375,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,580,32124,1,734.7375,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,580,42103,1,734.7375,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,580,42103,1,1469.475,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,580,53402,1,734.7375,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,580,59230,1,734.7375,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,580,75020,1,734.7375,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,580,75032,1,734.7375,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,580,90274,1,749.9625,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,580,95687,1,749.9625,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,580,99669,1,734.7375,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,596,21029,1,746.55,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,596,21234,1,746.55,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,596,29626,1,746.55,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,596,42303,1,746.55,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,596,46225,1,746.55,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,596,46806,1,746.55,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,596,47348,1,746.55,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,596,54824,1,746.55,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,596,55016,1,746.55,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,596,55082,1,746.55,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,596,55328,1,746.55,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,596,55804,1,746.55,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,596,57709,1,746.55,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,596,59937,1,746.55,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,596,68025,1,746.55,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,596,72137,1,746.55,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,596,94558,1,761.5125,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,599,1453,1,753.6375,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,599,2333,1,753.6375,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,599,7601,1,753.6375,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,599,21655,1,753.6375,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,599,34667,1,753.6375,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,599,34983,1,753.6375,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,599,36362,1,753.6375,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,599,36504,1,753.6375,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,599,37191,1,753.6375,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,599,46126,1,753.6375,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,599,52722,1,753.6375,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,599,58504,1,753.6375,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,599,85024,1,753.6375,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,599,94509,1,753.6375,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,599,94520,1,753.6375,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,599,95358,1,753.6375,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,604,1056,1,461.7375,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,604,19805,1,461.7375,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,604,29073,1,461.7375,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,604,29568,1,461.7375,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,604,32114,1,461.7375,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,604,32117,1,461.7375,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,604,33433,1,461.7375,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,604,33912,1,461.7375,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,604,35453,1,461.7375,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,604,37217,1,452.55,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,604,47138,1,461.7375,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,604,53219,1,461.7375,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,604,53531,1,461.7375,USD
2010-01-15 00:00:00,2010-01-17 00:00:00,604,73089,1,461.7375,GBP
2010-01-15 00:00:00,2010-01-17 00:00:00,604,75605,1,461.7375,GBP
